image,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,neck_x,neck_y,left_palm_x,left_palm_y,right_palm_x,right_palm_y,spine2(back)_x,spine2(back)_y,spine1(waist)_x,spine1(waist)_y,left_instep_x,left_instep_y,right_instep_x,right_instep_y
122-1-1-05-Z36_C-0000027.jpg,173.64341085271317,116.37043966323668,179.84496124031008,111.50608044901777,166.40826873385012,113.00280636108513,194.83204134366926,112.62862488306828,161.24031007751938,117.49298409728719,226.87338501291993,142.56314312441535,158.13953488372093,150.42095416276894,266.1498708010336,163.14312441534145,137.984496124031,177.73620205799813,256.33074935400515,196.0710944808232,161.75710594315245,205.0514499532273,231.0077519379845,215.9027128157156,190.18087855297156,216.27689429373245,229.45736434108528,260.0561272217025,196.38242894056847,261.1786716557531,223.77260981912147,289.2422825070159,198.96640826873383,315.4349859681946,186.56330749354004,133.20860617399438,248.06201550387595,203.18054256314312,168.47545219638243,211.0383536014967,198.96640826873383,171.74929840972874,206.71834625322995,196.0710944808232,223.77260981912147,297.8484565014032,202.0671834625323,326.66043030869974
121-1-1-05-Z36_D-0000027.jpg,155.28781793842035,90.37037037037037,163.85542168674698,85.92592592592592,153.6813922356091,85.92592592592592,185.809906291834,90.74074074074075,153.1459170013387,88.51851851851852,212.04819277108436,127.03703703703704,153.1459170013387,129.25925925925924,252.20883534136544,161.11111111111111,146.7202141900937,162.22222222222223,216.33199464524765,192.96296296296296,141.36546184738955,191.48148148148147,194.37751004016064,217.77777777777777,159.03614457831324,218.5185185185185,204.55153949129854,276.6666666666667,175.1004016064257,276.6666666666667,205.08701472556896,332.22222222222223,186.88085676037483,326.2962962962963,178.3132530120482,109.25925925925925,199.19939638852148,196.1488700378613,141.90093708165998,197.40740740740742,174.69947763948534,153.99511359526102,180.45515394912985,187.77777777777777,197.05488621151272,342.22222222222223,176.17135207496653,337.40740740740745
121-1-1-05-Z36_E-0000019.jpg,161.59639269295843,120.14185834992155,160.99585062240664,115.53115604462587,172.09162857615257,114.76633768898532,165.42185338865835,116.25239005736138,194.74412171507606,117.78202676864244,161.5491009681881,142.63862332695984,219.0871369294606,143.78585086042065,148.8243430152144,170.93690248565966,254.4951590594744,171.7017208413002,152.69709543568464,201.9120458891013,231.09409446806484,201.94473414628007,182.57261410788382,218.35564053537286,217.98063623789764,216.06118546845124,186.99861687413554,278.01147227533465,217.42738589211618,276.09942638623323,193.82922674864184,328.3191100271457,216.32088520055325,326.9598470363289,181.4661134163209,126.95984703632888,159.1365662069504,211.30166869083754,223.34858962712434,208.80391872296678,197.0517065477427,161.44921491238716,199.1701244813278,193.1166347992352,185.27724380649872,337.9645263328845,207.46214003379845,334.7784043131986
049-1-1-03-Z17_A-0000027.jpg,205.79255253964845,126.48750375867326,204.50292592642953,121.39994506446587,210.243674009582,121.39994506446587,190.43648823348937,117.78758226920942,203.7845705967977,117.42059672762271,170.51512945142034,140.51973051010586,203.2023289665211,137.82483156881617,191.99874849912385,155.5449137575706,245.70596797671033,149.37439846005776,199.31719673368247,126.1457719711453,226.21448473238087,125.70678634373982,183.01971313243084,208.1871894981164,207.25079763858565,206.6652472674055,167.10334788937408,253.32050048123196,211.35371179039302,255.63041385948026,160.69868995633186,297.20885466795,215.42940320232896,304.1385948026949,189.887157643281,130.4561058066658,206.9460654535122,116.0426546685493,223.58078602620085,117.10761125040008,189.90869208295476,160.7224725590513,194.81691183049918,185.0233093624186,170.55860458447302,303.5053701156456,231.63953028377026,313.86398027485353
177-1-1-07-Z36_A-0000001.jpg,236.38928067700985,116.48987463837994,236.38928067700985,112.24686595949855,236.95345557122707,112.24686595949855,210.43723554301832,112.63259402121504,232.44005641748942,112.63259402121504,182.22849083215797,141.5621986499518,236.38928067700985,138.09064609450337,150.07052186177717,169.33461909353906,249.92947813822286,164.70588235294116,179.97179125528916,195.94985535197685,245.98025387870243,195.94985535197685,189.56276445698165,216.39344262295083,225.10578279266574,216.39344262295083,194.07616361071933,268.08100289296044,221.7207334273625,270.78109932497586,195.20451339915374,318.9971070395371,215.51480959097321,319.38283510125365,217.77150916784205,124.20443587270972,187.30606488011284,200.19286403085826,244.2877291960508,200.19286403085826,208.1805359661495,164.70588235294116,208.1805359661495,190.9353905496625,205.92383638928067,324.0115718418515,223.4132581100141,326.7116682738669
177-1-1-07-Z36_A-0000023.jpg,233.28671328671328,114.5631067961165,233.28671328671328,109.90291262135923,233.28671328671328,109.90291262135923,206.43356643356645,111.06796116504853,229.3706293706294,110.67961165048543,179.020979020979,139.80582524271844,236.64335664335664,138.64077669902912,147.6923076923077,169.32038834951456,253.42657342657344,166.60194174757282,177.9020979020979,196.50485436893203,246.15384615384616,195.72815533980582,190.2097902097902,217.8640776699029,223.2167832167832,217.8640776699029,190.2097902097902,272.2330097087378,220.4195804195804,271.0679611650486,192.44755244755245,315.7281553398058,215.94405594405592,320.0,212.5874125874126,123.88349514563106,184.6153846153846,201.16504854368932,243.91608391608392,200.7766990291262,199.39090486517964,155.94679613329026,200.63372749489506,191.35553986415744,190.2097902097902,324.6601941747573,224.89510489510488,325.8252427184466
474-1-2-21-Z134_C-0000011.jpg,128.67383961658024,242.81970161862697,122.6149816418986,246.31901120775441,121.64386974550203,247.91464403874937,128.57003922217802,259.9988746201847,128.2463895885194,265.18079343230914,166.59562846440386,249.93132515155335,167.43277954775184,263.10825921641225,209.65969234319712,255.8710572706597,217.3508238811205,284.5585175693811,249.52976452228327,262.21730933953467,259.0464981115501,277.55916752961133,251.2014563940001,234.0488295229862,251.84805986696875,245.1851377298252,199.2041975262234,195.88857085748816,195.1893942487951,201.37643337929325,196.33257518152874,121.58696811032605,197.08760096227246,126.87788730118659,150.0888172212798,258.31383359145184,257.3913099153032,263.9553998857464,266.8790673392098,279.88026742465354,197.51972942502817,257.9399141630901,236.5240783107121,249.17841093439037,186.22331225951285,114.32165067653102,186.2424232825837,116.10845423335734
514-1-2-24-Z134_E-0000031.jpg,296.64029362756486,134.63529857192847,303.2916335747388,141.9298226118138,299.3440249481558,137.07010550347434,302.0257872589366,164.4503018950402,295.7394108154124,156.14939398323736,292.78968885038,173.25022304182676,261.05287100077925,150.51795448834412,271.3468839425575,210.61420539969157,230.81025263814615,166.92249585485087,243.13268334421977,220.41897106559395,199.14042470210845,174.98038487933968,212.39375215616994,194.96467161583797,190.87591240875912,182.61997405966278,176.6873566701764,155.14454946412167,152.51776854782,134.26582186358138,142.21679356414967,241.74261006895233,119.52206642430939,211.768379954948,282.84671532846716,155.12321660181584,236.04938997983328,228.91033538534725,193.5019783844029,180.70859193100995,256.56934306569343,168.09338521400778,230.671941274487,181.5396948460758,130.17299794371172,253.67516519216892,108.08922495196269,222.14451484470152
218-2-1-12-Z36_A-0000003.jpg,257.2591587516961,148.31981460023175,258.887381275441,144.61181923522594,258.887381275441,144.61181923522594,244.77611940298507,131.6338354577057,257.2591587516961,139.04982618771726,213.05798940382613,140.18106814528406,248.03256445047487,143.6848203939745,192.55606268322322,178.19253767535466,240.43419267299865,189.10776361529548,193.82422107510507,232.10995891563982,233.921302578019,233.1402085747393,147.08276797829035,177.05677867902665,180.1899592944369,181.69177288528388,167.7069199457259,245.65469293163383,201.3568521031208,245.65469293163383,170.96336499321575,299.4206257242178,196.47218453188603,304.5191193511008,234.16443074995712,133.3340861731269,196.5379252813466,242.77044559003147,232.2930800542741,241.94669756662805,206.9038411189824,139.15307700556528,185.61736770691994,159.90730011587488,180.91008755816276,305.8591214637443,206.2415196743555,313.3256083429896
033-1-1-02-Z17_B-0000007.jpg,209.2961487383798,114.46153846153845,210.0522005470137,112.27858150997965,201.85922974767595,111.88931175825225,194.69668290848978,116.38114561254376,185.92297476759626,116.5128205128205,216.20185922974767,146.05128205128207,168.39309428950864,148.10256410256412,231.6069057104914,174.35897435897436,138.64541832669323,171.48717948717947,216.20185922974767,198.15384615384616,165.73705179282868,198.15384615384616,205.83715813989673,212.3659139031176,183.26693227091633,217.02564102564105,258.6985391766268,238.35897435897436,191.76626826029218,270.35897435897436,228.95086321381143,280.2051282051282,191.23505976095618,324.1025641025641,194.77820478922965,133.60040494510744,210.78107839540095,200.7260728571323,173.8138751238553,198.95912726493276,193.89110225763613,170.25641025641025,196.0159362549801,193.23076923076923,234.5544101425608,289.7039856166126,197.96282323619528,331.750529287733
