image,x1,y1,x2,y2
217-2-1-12-Z36_A-0000011.jpg,944.9385809898375,438.21400146735346,1192.0175114430876,912.1085141207043
513-1-2-24-Z134_E-0000031.jpg,556.3055721082186,506.1566465798961,1222.4077305040862,785.078117845482
642-2-4-31-Z148_D-0000019.jpg,661.31219443522,370.71293370111994,1388.3718622985639,931.7606411129236
514-1-2-24-Z134_D-0000027.jpg,604.2901520980032,560.2073084719872,1279.6735894052606,855.7041924838957
249-2-1-13-Z57_C-0000015.jpg,830.4967870210347,499.0814104695853,1085.0392221149646,915.9127445107229
185-1-1-08-Z36_E-0000015.jpg,647.4104566323131,507.6415896102002,985.2439141273499,939.2380246676897
146-1-1-06-Z36_B-0000015.jpg,862.7532005310059,259.68782562958563,1044.4829509132787,918.4604452785692
082-1-1-04-Z17_D-0000017.jpg,778.3442311537893,318.361729234457,1082.3433389161764,913.0171106598879
201-2-1-10-Z36_A-0000011.jpg,967.9189170034307,287.4902201169415,1222.965060786197,921.7510240485794
081-1-1-04-Z17_E-0000013.jpg,621.6285197985799,398.6844527250842,894.1047754413203,897.9636724214805
562-1-3-27-Z134_A-0000003.jpg,829.270826640882,403.73707352108073,1318.030592265882,775.1558339478153
121-1-1-05-Z36_D-0000015.jpg,744.9477617364182,188.3457281832632,991.2882885180021,934.2724137439538
146-1-1-06-Z36_A-0000003.jpg,960.6195198862177,276.15866504609585,1127.585650996158,934.0461889654398
146-1-1-06-Z36_A-0000003.jpg,1610.8485048068196,437.5389301149469,1643.533124233547,539.8047134437059
001-1-1-01-Z17_B-0000011.jpg,905.3723340285451,342.8992823001586,1144.259396101299,939.3226940302474
001-1-1-01-Z17_B-0000011.jpg,1461.7319621537863,439.7349617826311,1538.4686226593822,710.5087483086085
473-1-2-21-Z134_C-0000023.jpg,679.4556893800434,650.6302249313969,1499.690493031552,780.2171947571792
186-1-1-08-Z36_B-0000011.jpg,872.7485606544897,256.07086963167313,1095.5416277835245,916.5398412903672
121-1-1-05-Z36_D-0000027.jpg,735.8963705364026,195.78547141661772,980.6106316415887,959.0036580162613
186-1-1-08-Z36_E-0000017.jpg,700.5229975047864,315.6218654309448,954.3612414912172,920.5968630862864
545-1-2-25-Z134_B-0000017.jpg,631.7717923616108,503.5221190534925,1335.1410213269685,801.4918013289571
490-1-2-22-Z134_A-0000005.jpg,789.285001252827,452.18540685545463,1344.5236527292352,746.8419876400577
202-2-1-10-Z36_E-0000025.jpg,781.8445813028436,296.18454600635323,957.141073126542,932.7143200447686
193-2-1-09-Z36_A-0000023.jpg,962.2803467198422,287.5540274342424,1203.0428545098555,920.2211856567544
505-1-2-23-Z134_D-0000021.jpg,536.2806822124281,562.682928613534,1313.7758957712274,858.7634015573484
633-2-4-30-Z148_C-0000029.jpg,737.1689384861996,437.6067589458667,1329.4026947021484,843.6274202246415
545-1-2-25-Z134_D-0000005.jpg,569.6944796411615,527.0404681798658,1204.7744261591058,853.7340026388042
209-2-1-11-Z36_A-0000007.jpg,960.0684778313887,286.70401235160074,1159.0691696970086,922.3879880575757
